"","eventID","plotID","n"
"2945","UNDE.2020.30","UNDE_012",23
"2946","UNDE.2020.30","UNDE_027",18
"2947","UNDE.2020.30","UNDE_032",27
"2948","UNDE.2020.34","UNDE_001",22
"2949","UNDE.2020.34","UNDE_003",14
"2950","UNDE.2020.34","UNDE_008",15
"2951","UNDE.2020.34","UNDE_012",19
"2952","UNDE.2020.34","UNDE_027",24
"2953","UNDE.2020.34","UNDE_032",27
"2954","UNDE.2020.38","UNDE_001",22
"2955","UNDE.2020.38","UNDE_002",3
"2956","UNDE.2020.38","UNDE_003",14
"2957","UNDE.2020.38","UNDE_008",14
"2958","UNDE.2020.38","UNDE_012",18
"2959","UNDE.2020.38","UNDE_027",26
"2960","UNDE.2020.38","UNDE_032",16
"2961","UNDE.2021.27","UNDE_001",3
"2962","UNDE.2021.27","UNDE_008",1
"2963","UNDE.2021.27","UNDE_012",3
"2964","UNDE.2021.27","UNDE_027",2
"2965","UNDE.2021.27","UNDE_032",4
"2966","UNDE.2021.31","UNDE_001",6
"2967","UNDE.2021.31","UNDE_003",1
"2968","UNDE.2021.31","UNDE_008",4
"2969","UNDE.2021.31","UNDE_012",3
"2970","UNDE.2021.31","UNDE_027",6
"2971","UNDE.2021.31","UNDE_032",4
"2972","UNDE.2021.36","UNDE_001",4
"2973","UNDE.2021.36","UNDE_002",1
"2974","UNDE.2021.36","UNDE_008",9
"2975","UNDE.2021.36","UNDE_012",11
"2976","UNDE.2021.36","UNDE_027",7
"2977","UNDE.2021.36","UNDE_032",4
"2978","UNDE.2022.18","UNDE_008",1
"2979","UNDE.2022.18","UNDE_012",2
"2980","UNDE.2022.18","UNDE_027",4
"2981","UNDE.2022.18","UNDE_032",3
"2982","UNDE.2022.22","UNDE_008",1
"2983","UNDE.2022.22","UNDE_012",1
"2984","UNDE.2022.22","UNDE_027",1
"2985","UNDE.2022.22","UNDE_032",2
"2986","UNDE.2022.26","UNDE_008",1
"2987","UNDE.2022.26","UNDE_012",4
"2988","UNDE.2022.26","UNDE_027",9
"2989","UNDE.2022.26","UNDE_032",5
"2990","UNDE.2022.30","UNDE_001",1
"2991","UNDE.2022.30","UNDE_003",1
"2992","UNDE.2022.30","UNDE_008",10
"2993","UNDE.2022.30","UNDE_012",13
"2994","UNDE.2022.30","UNDE_027",24
"2995","UNDE.2022.30","UNDE_032",16
"2996","UNDE.2022.34","UNDE_012",25
"2997","UNDE.2022.34","UNDE_027",21
"2998","UNDE.2022.34","UNDE_032",13
"2999","WOOD.2014.22","WOOD_001",1
"3000","WOOD.2014.22","WOOD_006",1
"3001","WOOD.2014.22","WOOD_009",10
"3002","WOOD.2014.22","WOOD_015",3
"3003","WOOD.2014.26","WOOD_002",1
"3004","WOOD.2014.26","WOOD_009",17
"3005","WOOD.2014.26","WOOD_011",2
"3006","WOOD.2014.30","WOOD_001",1
"3007","WOOD.2014.30","WOOD_006",4
"3008","WOOD.2014.30","WOOD_008",4
"3009","WOOD.2014.30","WOOD_009",14
"3010","WOOD.2014.30","WOOD_011",2
"3011","WOOD.2014.30","WOOD_015",3
"3012","WOOD.2014.34","WOOD_002",4
"3013","WOOD.2014.34","WOOD_009",12
"3014","WOOD.2014.34","WOOD_011",1
"3015","WOOD.2014.38","WOOD_001",2
"3016","WOOD.2014.38","WOOD_006",6
"3017","WOOD.2014.38","WOOD_009",19
"3018","WOOD.2014.38","WOOD_011",2
"3019","WOOD.2014.42","WOOD_009",24
"3020","WOOD.2014.42","WOOD_011",3
"3021","WOOD.2014.42","WOOD_013",1
"3022","WOOD.2015.25","WOOD_001",2
"3023","WOOD.2015.25","WOOD_002",1
"3024","WOOD.2015.25","WOOD_006",5
"3025","WOOD.2015.25","WOOD_008",3
"3026","WOOD.2015.25","WOOD_009",5
"3027","WOOD.2015.25","WOOD_011",1
"3028","WOOD.2015.29","WOOD_001",2
"3029","WOOD.2015.29","WOOD_002",1
"3030","WOOD.2015.29","WOOD_006",2
"3031","WOOD.2015.29","WOOD_009",6
"3032","WOOD.2015.29","WOOD_011",1
"3033","WOOD.2015.29","WOOD_015",2
"3034","WOOD.2015.33","WOOD_001",3
"3035","WOOD.2015.33","WOOD_002",1
"3036","WOOD.2015.33","WOOD_006",3
"3037","WOOD.2015.33","WOOD_008",2
"3038","WOOD.2015.33","WOOD_009",7
"3039","WOOD.2015.33","WOOD_011",5
"3040","WOOD.2015.33","WOOD_015",5
"3041","WOOD.2015.37","WOOD_001",3
"3042","WOOD.2015.37","WOOD_002",1
"3043","WOOD.2015.37","WOOD_006",4
"3044","WOOD.2015.37","WOOD_008",4
"3045","WOOD.2015.37","WOOD_009",13
"3046","WOOD.2015.37","WOOD_011",3
"3047","WOOD.2015.37","WOOD_013",1
"3048","WOOD.2015.37","WOOD_015",4
"3049","WOOD.2015.42","WOOD_001",8
"3050","WOOD.2015.42","WOOD_002",3
"3051","WOOD.2015.42","WOOD_006",5
"3052","WOOD.2015.42","WOOD_008",8
"3053","WOOD.2015.42","WOOD_009",24
"3054","WOOD.2015.42","WOOD_011",4
"3055","WOOD.2015.42","WOOD_013",1
"3056","WOOD.2015.42","WOOD_015",5
"3057","WOOD.2016.18","WOOD_001",6
"3058","WOOD.2016.18","WOOD_002",7
"3059","WOOD.2016.18","WOOD_006",3
"3060","WOOD.2016.18","WOOD_008",4
"3061","WOOD.2016.18","WOOD_009",6
"3062","WOOD.2016.18","WOOD_011",3
"3063","WOOD.2016.18","WOOD_013",2
"3064","WOOD.2016.18","WOOD_015",3
"3065","WOOD.2016.22","WOOD_001",16
"3066","WOOD.2016.22","WOOD_002",6
"3067","WOOD.2016.22","WOOD_006",9
"3068","WOOD.2016.22","WOOD_008",7
"3069","WOOD.2016.22","WOOD_009",11
"3070","WOOD.2016.22","WOOD_011",7
"3071","WOOD.2016.22","WOOD_013",1
"3072","WOOD.2016.22","WOOD_015",6
"3073","WOOD.2016.27","WOOD_001",11
"3074","WOOD.2016.27","WOOD_002",11
"3075","WOOD.2016.27","WOOD_006",11
"3076","WOOD.2016.27","WOOD_008",2
"3077","WOOD.2016.27","WOOD_009",14
"3078","WOOD.2016.27","WOOD_011",15
"3079","WOOD.2016.27","WOOD_013",4
"3080","WOOD.2016.27","WOOD_015",9
"3081","WOOD.2016.31","WOOD_001",11
"3082","WOOD.2016.31","WOOD_002",6
"3083","WOOD.2016.31","WOOD_006",8
"3084","WOOD.2016.31","WOOD_008",2
"3085","WOOD.2016.31","WOOD_009",14
"3086","WOOD.2016.31","WOOD_011",15
"3087","WOOD.2016.31","WOOD_013",3
"3088","WOOD.2016.31","WOOD_015",1
"3089","WOOD.2016.35","WOOD_001",17
"3090","WOOD.2016.35","WOOD_002",6
"3091","WOOD.2016.35","WOOD_006",10
"3092","WOOD.2016.35","WOOD_008",4
"3093","WOOD.2016.35","WOOD_009",19
"3094","WOOD.2016.35","WOOD_011",12
"3095","WOOD.2016.35","WOOD_013",6
"3096","WOOD.2016.35","WOOD_015",5
"3097","WOOD.2016.39","WOOD_001",17
"3098","WOOD.2016.39","WOOD_002",3
"3099","WOOD.2016.39","WOOD_006",10
"3100","WOOD.2016.39","WOOD_008",2
"3101","WOOD.2016.39","WOOD_009",22
"3102","WOOD.2016.39","WOOD_011",14
"3103","WOOD.2016.39","WOOD_013",4
"3104","WOOD.2016.39","WOOD_015",11
"3105","WOOD.2017.17","WOOD_002",3
"3106","WOOD.2017.17","WOOD_009",4
"3107","WOOD.2017.21","WOOD_002",4
"3108","WOOD.2017.21","WOOD_003",1
"3109","WOOD.2017.21","WOOD_008",6
"3110","WOOD.2017.21","WOOD_009",10
"3111","WOOD.2017.21","WOOD_010",3
"3112","WOOD.2017.26","WOOD_002",3
"3113","WOOD.2017.26","WOOD_003",3
"3114","WOOD.2017.26","WOOD_008",6
"3115","WOOD.2017.26","WOOD_009",9
"3116","WOOD.2017.26","WOOD_010",8
"3117","WOOD.2017.29","WOOD_002",5
"3118","WOOD.2017.29","WOOD_003",7
"3119","WOOD.2017.29","WOOD_008",10
"3120","WOOD.2017.29","WOOD_009",6
"3121","WOOD.2017.29","WOOD_010",10
"3122","WOOD.2017.34","WOOD_002",6
"3123","WOOD.2017.34","WOOD_003",5
"3124","WOOD.2017.34","WOOD_008",10
"3125","WOOD.2017.34","WOOD_009",8
"3126","WOOD.2017.34","WOOD_010",4
"3127","WOOD.2017.38","WOOD_002",13
"3128","WOOD.2017.38","WOOD_003",2
"3129","WOOD.2017.38","WOOD_007",3
"3130","WOOD.2017.38","WOOD_008",12
"3131","WOOD.2017.38","WOOD_009",16
"3132","WOOD.2017.38","WOOD_010",2
"3133","WOOD.2018.20","WOOD_002",1
"3134","WOOD.2018.20","WOOD_007",1
"3135","WOOD.2018.20","WOOD_008",4
"3136","WOOD.2018.20","WOOD_009",4
"3137","WOOD.2018.24","WOOD_002",3
"3138","WOOD.2018.24","WOOD_003",1
"3139","WOOD.2018.24","WOOD_007",1
"3140","WOOD.2018.24","WOOD_008",3
"3141","WOOD.2018.24","WOOD_009",5
"3142","WOOD.2018.24","WOOD_010",3
"3143","WOOD.2018.28","WOOD_002",7
"3144","WOOD.2018.28","WOOD_007",7
"3145","WOOD.2018.28","WOOD_008",7
"3146","WOOD.2018.28","WOOD_009",8
"3147","WOOD.2018.33","WOOD_002",6
"3148","WOOD.2018.33","WOOD_003",2
"3149","WOOD.2018.33","WOOD_007",10
"3150","WOOD.2018.33","WOOD_008",8
"3151","WOOD.2018.33","WOOD_009",8
"3152","WOOD.2018.33","WOOD_010",2
"3153","WOOD.2018.37","WOOD_002",8
"3154","WOOD.2018.37","WOOD_003",5
"3155","WOOD.2018.37","WOOD_007",6
"3156","WOOD.2018.37","WOOD_008",10
"3157","WOOD.2018.37","WOOD_009",14
"3158","WOOD.2018.37","WOOD_010",2
"3159","WOOD.2018.41","WOOD_002",11
"3160","WOOD.2018.41","WOOD_003",17
"3161","WOOD.2018.41","WOOD_007",19
"3162","WOOD.2018.41","WOOD_008",7
"3163","WOOD.2018.41","WOOD_009",22
"3164","WOOD.2018.41","WOOD_010",6
"3165","WOOD.2019.19","WOOD_002",3
"3166","WOOD.2019.19","WOOD_007",1
"3167","WOOD.2019.19","WOOD_008",2
"3168","WOOD.2019.19","WOOD_009",7
"3169","WOOD.2019.23","WOOD_002",4
"3170","WOOD.2019.23","WOOD_007",5
"3171","WOOD.2019.23","WOOD_008",7
"3172","WOOD.2019.23","WOOD_009",10
"3173","WOOD.2019.31","WOOD_002",3
"3174","WOOD.2019.31","WOOD_003",3
"3175","WOOD.2019.31","WOOD_007",8
"3176","WOOD.2019.31","WOOD_008",13
"3177","WOOD.2019.31","WOOD_009",12
"3178","WOOD.2019.31","WOOD_010",1
"3179","WOOD.2019.35","WOOD_002",10
"3180","WOOD.2019.35","WOOD_003",8
"3181","WOOD.2019.35","WOOD_007",13
"3182","WOOD.2019.35","WOOD_008",10
"3183","WOOD.2019.35","WOOD_009",11
"3184","WOOD.2019.40","WOOD_002",9
"3185","WOOD.2019.40","WOOD_003",12
"3186","WOOD.2019.40","WOOD_007",2
"3187","WOOD.2019.40","WOOD_009",8
"3188","WOOD.2019.44","WOOD_002",11
"3189","WOOD.2019.44","WOOD_003",2
"3190","WOOD.2019.44","WOOD_007",1
"3191","WOOD.2019.44","WOOD_009",12
"3192","WOOD.2020.17","WOOD_002",1
"3193","WOOD.2020.17","WOOD_007",1
"3194","WOOD.2020.17","WOOD_009",1
"3195","WOOD.2020.21","WOOD_002",1
"3196","WOOD.2020.21","WOOD_007",1
"3197","WOOD.2020.21","WOOD_009",1
"3198","WOOD.2020.26","WOOD_002",3
"3199","WOOD.2020.26","WOOD_003",1
"3200","WOOD.2020.26","WOOD_007",2
"3201","WOOD.2020.26","WOOD_009",6
"3202","WOOD.2020.34","WOOD_002",6
"3203","WOOD.2020.34","WOOD_003",2
"3204","WOOD.2020.34","WOOD_007",2
"3205","WOOD.2020.34","WOOD_008",5
"3206","WOOD.2020.34","WOOD_009",11
"3207","WOOD.2020.38","WOOD_007",1
"3208","WOOD.2020.38","WOOD_009",5
"3209","WOOD.2020.42","WOOD_007",1
"3210","WOOD.2020.42","WOOD_009",5
"3211","WOOD.2021.15","WOOD_002",1
"3212","WOOD.2021.15","WOOD_003",2
"3213","WOOD.2021.15","WOOD_007",1
"3214","WOOD.2021.15","WOOD_008",1
"3215","WOOD.2021.15","WOOD_009",6
"3216","WOOD.2021.19","WOOD_002",1
"3217","WOOD.2021.19","WOOD_003",2
"3218","WOOD.2021.19","WOOD_007",4
"3219","WOOD.2021.19","WOOD_009",6
"3220","WOOD.2021.31","WOOD_002",3
"3221","WOOD.2021.31","WOOD_003",5
"3222","WOOD.2021.31","WOOD_007",8
"3223","WOOD.2021.31","WOOD_008",12
"3224","WOOD.2021.31","WOOD_009",11
"3225","WOOD.2021.31","WOOD_010",1
"3226","WOOD.2021.36","WOOD_002",15
"3227","WOOD.2021.36","WOOD_003",11
"3228","WOOD.2021.36","WOOD_007",6
"3229","WOOD.2021.36","WOOD_008",6
"3230","WOOD.2021.36","WOOD_009",8
"3231","WOOD.2021.36","WOOD_010",4
"3232","WOOD.2021.40","WOOD_002",9
"3233","WOOD.2021.40","WOOD_003",5
"3234","WOOD.2021.40","WOOD_007",6
"3235","WOOD.2021.40","WOOD_008",16
"3236","WOOD.2021.40","WOOD_009",15
"3237","WOOD.2021.40","WOOD_010",2
"3238","WOOD.2022.18","WOOD_002",6
"3239","WOOD.2022.18","WOOD_007",1
"3240","WOOD.2022.18","WOOD_008",3
"3241","WOOD.2022.18","WOOD_009",8
"3242","WOOD.2022.22","WOOD_002",8
"3243","WOOD.2022.22","WOOD_003",3
"3244","WOOD.2022.22","WOOD_007",7
"3245","WOOD.2022.22","WOOD_008",4
"3246","WOOD.2022.22","WOOD_009",18
"3247","WOOD.2022.22","WOOD_010",2
"3248","WOOD.2022.25","WOOD_002",3
"3249","WOOD.2022.25","WOOD_007",13
"3250","WOOD.2022.25","WOOD_009",26
"3251","WOOD.2022.30","WOOD_002",15
"3252","WOOD.2022.30","WOOD_003",10
"3253","WOOD.2022.30","WOOD_007",17
"3254","WOOD.2022.30","WOOD_008",4
"3255","WOOD.2022.30","WOOD_009",29
"3256","WOOD.2022.35","WOOD_002",18
"3257","WOOD.2022.35","WOOD_007",7
"3258","WOOD.2022.35","WOOD_009",65
"3259","WOOD.2022.39","WOOD_007",25
"3260","WREF.2017.43","WREF_001",11
"3261","WREF.2017.43","WREF_003",39
"3262","WREF.2017.43","WREF_004",16
"3263","WREF.2017.43","WREF_005",16
"3264","WREF.2017.43","WREF_007",13
"3265","WREF.2017.43","WREF_010",13
"3266","WREF.2017.43","WREF_011",12
"3267","WREF.2017.43","WREF_012",19
"3268","WREF.2018.20","WREF_003",1
"3269","WREF.2018.20","WREF_004",2
"3270","WREF.2018.20","WREF_010",1
"3271","WREF.2018.20","WREF_011",2
"3272","WREF.2018.20","WREF_012",3
"3273","WREF.2018.24","WREF_003",2
"3274","WREF.2018.24","WREF_004",1
"3275","WREF.2018.24","WREF_011",3
"3276","WREF.2018.24","WREF_012",4
"3277","WREF.2018.28","WREF_003",1
"3278","WREF.2018.28","WREF_004",1
"3279","WREF.2018.28","WREF_007",1
"3280","WREF.2018.28","WREF_010",1
"3281","WREF.2018.28","WREF_011",4
"3282","WREF.2018.28","WREF_012",8
"3283","WREF.2018.33","WREF_003",1
"3284","WREF.2018.33","WREF_004",1
"3285","WREF.2018.33","WREF_010",2
"3286","WREF.2018.33","WREF_011",3
"3287","WREF.2018.33","WREF_012",4
"3288","WREF.2018.37","WREF_003",7
"3289","WREF.2018.37","WREF_004",1
"3290","WREF.2018.37","WREF_007",1
"3291","WREF.2018.37","WREF_010",1
"3292","WREF.2018.37","WREF_011",6
"3293","WREF.2018.37","WREF_012",2
"3294","WREF.2018.40","WREF_001",2
"3295","WREF.2018.40","WREF_003",1
"3296","WREF.2018.40","WREF_004",2
"3297","WREF.2018.40","WREF_007",2
"3298","WREF.2018.40","WREF_010",1
"3299","WREF.2018.40","WREF_011",14
"3300","WREF.2019.19","WREF_007",3
"3301","WREF.2019.19","WREF_012",4
"3302","WREF.2019.23","WREF_001",1
"3303","WREF.2019.23","WREF_003",2
"3304","WREF.2019.23","WREF_004",3
"3305","WREF.2019.23","WREF_007",10
"3306","WREF.2019.23","WREF_010",3
"3307","WREF.2019.23","WREF_012",4
"3308","WREF.2019.27","WREF_001",1
"3309","WREF.2019.27","WREF_003",6
"3310","WREF.2019.27","WREF_004",3
"3311","WREF.2019.27","WREF_005",1
"3312","WREF.2019.27","WREF_007",16
"3313","WREF.2019.27","WREF_010",5
"3314","WREF.2019.27","WREF_011",3
"3315","WREF.2019.27","WREF_012",2
"3316","WREF.2019.31","WREF_001",3
"3317","WREF.2019.31","WREF_003",6
"3318","WREF.2019.31","WREF_004",1
"3319","WREF.2019.31","WREF_007",11
"3320","WREF.2019.31","WREF_010",4
"3321","WREF.2019.31","WREF_011",9
"3322","WREF.2019.31","WREF_012",2
"3323","WREF.2019.36","WREF_001",7
"3324","WREF.2019.36","WREF_003",18
"3325","WREF.2019.36","WREF_004",16
"3326","WREF.2019.36","WREF_005",8
"3327","WREF.2019.36","WREF_007",15
"3328","WREF.2019.36","WREF_010",6
"3329","WREF.2019.36","WREF_011",5
"3330","WREF.2019.36","WREF_012",2
"3331","WREF.2019.40","WREF_001",5
"3332","WREF.2019.40","WREF_003",4
"3333","WREF.2019.40","WREF_004",3
"3334","WREF.2019.40","WREF_005",7
"3335","WREF.2019.40","WREF_007",9
"3336","WREF.2019.40","WREF_010",7
"3337","WREF.2019.40","WREF_011",5
"3338","WREF.2019.40","WREF_012",2
"3339","WREF.2020.34","WREF_003",1
"3340","WREF.2020.34","WREF_004",2
"3341","WREF.2020.34","WREF_007",5
"3342","WREF.2020.34","WREF_010",2
"3343","WREF.2020.34","WREF_011",2
"3344","WREF.2021.20","WREF_003",1
"3345","WREF.2021.20","WREF_007",1
"3346","WREF.2021.20","WREF_012",3
"3347","WREF.2021.24","WREF_003",6
"3348","WREF.2021.24","WREF_004",4
"3349","WREF.2021.24","WREF_007",8
"3350","WREF.2021.24","WREF_010",2
"3351","WREF.2021.24","WREF_011",2
"3352","WREF.2021.24","WREF_012",8
"3353","WREF.2021.28","WREF_001",1
"3354","WREF.2021.28","WREF_003",4
"3355","WREF.2021.28","WREF_004",3
"3356","WREF.2021.28","WREF_005",2
"3357","WREF.2021.28","WREF_007",7
"3358","WREF.2021.28","WREF_011",6
"3359","WREF.2021.28","WREF_012",4
"3360","WREF.2021.32","WREF_003",2
"3361","WREF.2021.32","WREF_004",4
"3362","WREF.2021.32","WREF_005",3
"3363","WREF.2021.32","WREF_007",5
"3364","WREF.2021.32","WREF_010",4
"3365","WREF.2021.32","WREF_011",5
"3366","WREF.2021.32","WREF_012",2
"3367","WREF.2021.36","WREF_001",1
"3368","WREF.2021.36","WREF_003",6
"3369","WREF.2021.36","WREF_004",3
"3370","WREF.2021.36","WREF_007",4
"3371","WREF.2021.36","WREF_010",1
"3372","WREF.2021.36","WREF_011",4
"3373","WREF.2021.36","WREF_012",1
"3374","WREF.2021.41","WREF_003",1
"3375","WREF.2021.41","WREF_004",1
"3376","WREF.2022.18","WREF_003",1
"3377","WREF.2022.18","WREF_004",1
"3378","WREF.2022.22","WREF_003",1
"3379","WREF.2022.22","WREF_004",1
"3380","WREF.2022.26","WREF_003",3
"3381","WREF.2022.26","WREF_004",2
"3382","WREF.2022.26","WREF_005",2
"3383","WREF.2022.26","WREF_007",1
"3384","WREF.2022.26","WREF_011",3
"3385","WREF.2022.26","WREF_012",5
"3386","WREF.2022.29","WREF_003",7
"3387","WREF.2022.29","WREF_007",9
"3388","WREF.2022.29","WREF_012",3
"3389","WREF.2022.35","WREF_003",3
"3390","WREF.2022.35","WREF_007",2
"3391","WREF.2022.35","WREF_012",3
"3392","YELL.2018.23","YELL_001",3
"3393","YELL.2018.23","YELL_023",3
"3394","YELL.2018.23","YELL_031",3
"3395","YELL.2018.27","YELL_001",8
"3396","YELL.2018.27","YELL_011",3
"3397","YELL.2018.27","YELL_020",1
"3398","YELL.2018.27","YELL_023",3
"3399","YELL.2018.27","YELL_031",14
"3400","YELL.2018.31","YELL_001",16
"3401","YELL.2018.31","YELL_011",5
"3402","YELL.2018.31","YELL_020",5
"3403","YELL.2018.31","YELL_023",8
"3404","YELL.2018.31","YELL_031",34
"3405","YELL.2018.31","YELL_032",1
"3406","YELL.2018.36","YELL_001",17
"3407","YELL.2018.36","YELL_011",7
"3408","YELL.2018.36","YELL_020",8
"3409","YELL.2018.36","YELL_023",16
"3410","YELL.2018.36","YELL_031",61
"3411","YELL.2018.36","YELL_032",7
"3412","YELL.2019.24","YELL_001",5
"3413","YELL.2019.24","YELL_011",3
"3414","YELL.2019.24","YELL_023",4
"3415","YELL.2019.24","YELL_031",9
"3416","YELL.2019.24","YELL_032",1
"3417","YELL.2019.28","YELL_001",7
"3418","YELL.2019.28","YELL_011",8
"3419","YELL.2019.28","YELL_020",3
"3420","YELL.2019.28","YELL_023",5
"3421","YELL.2019.28","YELL_031",6
"3422","YELL.2019.28","YELL_032",1
"3423","YELL.2019.32","YELL_001",20
"3424","YELL.2019.32","YELL_011",9
"3425","YELL.2019.32","YELL_020",2
"3426","YELL.2019.32","YELL_023",18
"3427","YELL.2019.32","YELL_031",17
"3428","YELL.2019.32","YELL_032",1
"3429","YELL.2019.36","YELL_001",22
"3430","YELL.2019.36","YELL_011",8
"3431","YELL.2019.36","YELL_020",2
"3432","YELL.2019.36","YELL_023",18
"3433","YELL.2019.36","YELL_031",27
"3434","YELL.2019.36","YELL_032",1
"3435","YELL.2021.28","YELL_011",3
"3436","YELL.2021.28","YELL_020",2
"3437","YELL.2021.28","YELL_023",1
"3438","YELL.2021.28","YELL_031",6
"3439","YELL.2021.28","YELL_032",3
"3440","YELL.2021.33","YELL_011",6
"3441","YELL.2021.33","YELL_020",1
"3442","YELL.2021.33","YELL_023",1
"3443","YELL.2021.33","YELL_031",20
"3444","YELL.2021.33","YELL_032",5
"3445","YELL.2021.33","YELL_072",1
"3446","YELL.2021.37","YELL_011",5
"3447","YELL.2021.37","YELL_020",4
"3448","YELL.2021.37","YELL_023",3
"3449","YELL.2021.37","YELL_031",17
"3450","YELL.2021.37","YELL_032",11
"3451","YELL.2021.37","YELL_072",4
